quote,author,book
"Roman Emperor and Stoic philosopher, Marcus Aurelius said it best: The universe is change; our life is what our thoughts make it.
","Darius Foroux,
","THINK STRAIGHT: Change Your Thoughts, Change Your Life"
"No wonder, youre making decisions based on familiarity. But who says that familiarity is always a good thing? Its good for certainty. But to achieve a breakthrough, you need something different.
","Darius Foroux,
","THINK STRAIGHT: Change Your Thoughts, Change Your Life"
"The life of wisdom is a life of reason. It is important to learn how to think clearly. Clear thinking is not a haphazard enterprise. It requires proper training.
","Darius Foroux,
","THINK STRAIGHT: Change Your Thoughts, Change Your Life"
"conventional thinking gives you conventional results.
","Darius Foroux,
","THINK STRAIGHT: Change Your Thoughts, Change Your Life"
"Always double check. Small things can become big things. And dont play favors.
","Darius Foroux,
","THINK STRAIGHT: Change Your Thoughts, Change Your Life"
"Thoughts should serve a useful purpose. If they dont, theyre useless.
","Darius Foroux,
","THINK STRAIGHT: Change Your Thoughts, Change Your Life"
"Making your life better Growing your career and business Visualizing your future Thinking of new ideas Solving problems Coming up with fun things to do with your partner, family, or friends
","Darius Foroux,
","THINK STRAIGHT: Change Your Thoughts, Change Your Life"
"God, grant me the serenity to accept the things I cannot change, the courage to change the things I can, and the wisdom to know the difference.
","Ryan Holiday,
","The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living: Featuring new translations of Seneca, Epictetus, and Marcus Aurelius"
"BE RUTHLESS TO THE THINGS THAT DONT MATTER How many have laid waste to your life when you werent aware of what you were losing, how much was wasted in pointless grief, foolish joy, greedy desire, and social amusementshow little of your own was left to you. You will realize you are dying before your time! SENECA, ON THE BREVITY OF LIFE, 3.3b
","Ryan Holiday,
","The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living: Featuring new translations of Seneca, Epictetus, and Marcus Aurelius"
"What we desire makes us vulnerable.
","Ryan Holiday,
","The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living: Featuring new translations of Seneca, Epictetus, and Marcus Aurelius"
"All you need are these: certainty of judgment in the present moment; action for the common good in the present moment; and an attitude of gratitude in the present moment for anything that comes your way.
","Ryan Holiday,
","The Daily Stoic: 366 Meditations for Clarity, Effectiveness, and Serenity"
"We should not trust the masses who say only the free can be educated, but rather the lovers of wisdom who say that only the educated are free. 
","Ryan Holiday,
","The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living"
"If a person gave away your body to some passerby, youd be furious. Yet you hand over your mind to anyone who comes along, so they may abuse you, leaving it disturbed and troubledhave you no shame in that? EPICTETUS, ENCHIRIDION, 28
","Ryan Holiday,
","The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living"
"Control your perceptions. Direct your actions properly. Willingly accept whats outside your control.
","Ryan Holiday,
","The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living"
"It may take some hard work.But the more you say no to the things that dont matter, the more you can say yes to the things that do.
","Ryan Holiday,
","The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living"
"Remember, if there is one core teaching at the heart of this philosophy, its that were not as smart and as wise as wed like to think we are. If we ever do want to become wise, it comes from the questioning and from humilitynot, as many would like to think, from certainty, mistrust, and arrogance.
","Ryan Holiday,
","The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living"
"Some things are in our control, while others are not. We control our opinion, choice, desire, aversion, and, in a word, everything of our own doing. We dont control our body, property, reputation, position, and, in a word, everything not of our own doing.
","Ryan Holiday,
","The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living"
"I will keep constant watch over myself andmost usefullywill put each day up for review. For this is what makes us evilthat none of us looks back upon our own lives. We reflect upon only that which we are about to do. And yet our plans for the future descend from the past. SENECA, MORAL LETTERS, 83.2
","Ryan Holiday,
","The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living"
"you must reclaim the ability to abstain because within it is your clarity and self-control.
","Ryan Holiday,
","The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living: Featuring new translations of Seneca, Epictetus, and Marcus Aurelius"
"Most of us are afraid of dying. But sometimes this fear begs the question: To protect what exactly? For a lot of people the answer is: hours of television, gossiping, gorging, wasting potential, reporting to a boring job, and on and on and on. Except, in the strictest sense, is this actually a life? Is this worth gripping so tightly and being afraid of losing? It doesnt sound like it.
","Ryan Holiday,
","The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living"
"A good person is invincible, for they dont rush into contests in which they arent the strongest. If you want their property, take ittake also their staff, profession, and body. But you will never compel what they set out for, nor trap them in what they would avoid. For the only contest the good person enters is that of their own reasoned choice. How can such a person not be invincible? EPICTETUS, DISCOURSES, 3.6.57
","Ryan Holiday,
","The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living: Featuring new translations of Seneca, Epictetus, and Marcus Aurelius"
"If we can focus on making clear what parts of our day are within our control and what parts are not, we will not only be happier, we will have a distinct advantage over other people who fail to realize they are fighting an unwinnable battle.
","Ryan Holiday,
","The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living"
"Getting upset is like continuing the dream while youre awake. The thing that provoked you wasnt realbut your reaction was. And so from the fake comes real consequences. Which is why you need to wake up right now instead of creating a nightmare.
","Ryan Holiday,
","The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living: Featuring new translations of Seneca, Epictetus, and Marcus Aurelius"
"A degree on a wall means youre educated as much as shoes on your feet mean youre walking. Its a start, but hardly sufficient.
","Ryan Holiday,
","The Daily Stoic: 366 Meditations for Clarity, Effectiveness, and Serenity"
"The combination of power, fear, and mania can be deadly. The leader, convinced that he might be betrayed, acts first and betrays others first. Afraid that he's not well liked, he works so hard to get others to like him that it has the opposite effect. Convinced of mismanagement, he micromanages and becomes the source of the mismanagement. And on and on - the things we fear or dread, we blindly inflict on ourselves.
","Ryan Holiday,
","The Daily Stoic: 366 Meditations for Clarity, Effectiveness, and Serenity"
"The mind must be given relaxationit will rise improved and sharper after a good break. Just as rich fields must not be forcedfor they will quickly lose their fertility if never given a breakso constant work on the anvil will fracture the force of the mind. But it regains its powers if it is set free and relaxed for a while. Constant work gives rise to a certain kind of dullness and feebleness in the rational soul. SENECA, ON TRANQUILITY OF MIND,
","Ryan Holiday,
","The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living"
"Were you to live three thousand years, or even a countless multiple of that, keep in mind that no one ever loses a life other than the one they are living, and no one ever lives a life other than the one they are losing. The longest and the shortest life, then, amount to the same, for the present moment lasts the same for all and is all anyone possesses. No one can lose either the past or the future, for how can someone be deprived of whats not theirs? MARCUS AURELIUS, MEDITATIONS, 2.14
","Ryan Holiday,
","The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living"
"Watch the stars in their courses and imagine yourself running alongside them. Think constantly on the changes of the elements into each other, for such thoughts wash away the dust of earthly life. MARCUS AURELIUS, MEDITATIONS, 7.47
","Ryan Holiday,
","The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living"
"Just because youve begun down one path doesnt mean youre committed to it forever , especially if that path turns out to be flawed or impeded. At that same time, this is not an excuse to be flighty or incessantly noncommittal.
","Ryan Holiday,
","The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living"
"Take a good hard look at peoples ruling principle, especially of the wise, what they run away from and what they seek out. MARCUS AURELIUS, MEDITATIONS, 4.38
","Ryan Holiday,
","The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living: Featuring new translations of Seneca, Epictetus, and Marcus Aurelius"
"Keep this thought handy when you feel a fit of rage coming onit isnt manly to be enraged. Rather, gentleness and civility are more human, and therefore manlier. A real man doesnt give way to anger and discontent, and such a person has strength, courage, and enduranceunlike the angry and complaining. The nearer a man comes to a calm mind, the closer he is to strength. MARCUS AURELIUS, MEDITATIONS, 11.18.5b
","Ryan Holiday,
","The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living: Featuring new translations of Seneca, Epictetus, and Marcus Aurelius"
"The best way to avenge yourself is to not be like that. MARCUS AURELIUS, MEDITATIONS, 6.6 How much better to heal than seek revenge from injury. Vengeance wastes a lot of time and exposes you to many more injuries than the first that sparked it. Anger always outlasts hurt. Best to take the opposite course. Would anyone think it normal to return a kick to a mule or a bite to a dog? SENECA, ON ANGER, 3.27.2
","Ryan Holiday,
","The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living: Featuring new translations of Seneca, Epictetus, and Marcus Aurelius"
"You become the sum of your actions, and as you do, what flows from thatyour impulsesreflect the actions youve taken. Choose wisely.
","Ryan Holiday,
","The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living: Featuring new translations of Seneca, Epictetus, and Marcus Aurelius"
"If you wish to improve, be content to appear clueless or stupid in extraneous mattersdont wish to seem knowledgeable. And if some regard you as important, distrust yourself. EPICTETUS, ENCHIRIDION, 13a
","Ryan Holiday,
","The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living: Featuring new translations of Seneca, Epictetus, and Marcus Aurelius"
"You must build up your life action by action, and be content if each one achieves its goal as far as possibleand no one can keep you from this. But there will be some external obstacle! Perhaps, but no obstacle to acting with justice, self-control, and wisdom. But what if some other area of my action is thwarted? Well, gladly accept the obstacle for what it is and shift your attention to what is given, and another action will immediately take its place, one that better fits the life you are building. MARCUS AURELIUS, MEDITATIONS, 8.32
","Ryan Holiday,
","The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living: Featuring new translations of Seneca, Epictetus, and Marcus Aurelius"
"There is clarity (and joy) in seeing what others cant see, in finding grace and harmony in places others overlook. Isnt that far better than seeing the world as some dark place?
","Ryan Holiday,
","The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living: Featuring new translations of Seneca, Epictetus, and Marcus Aurelius"
"Knowledgeself-knowledge in particularis freedom.
","Ryan Holiday,
","The Daily Stoic: 366 Meditations on Wisdom, Perseverance, and the Art of Living"
"Who you are is defined by what youre willing to struggle for.
","Mark  Manson,
",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
"You and everyone you know are going to be dead soon. And in the short amount of time between here and there, you have a limited amount of fucks to give. Very few, in fact. And if you go around giving a fuck about everything and everyone without conscious thought or choicewell, then youre going to get fucked.
","Mark  Manson,
",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
"Everything worthwhile in life is won through surmounting the associated negative experience. Any attempt to escape the negative, to avoid it or quash it or silence it, only backfires. The avoidance of suffering is a form of suffering. The avoidance of struggle is a struggle. The denial of failure is a failure. Hiding what is shameful is itself a form of shame.","Mark Manson,
",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
"The desire for more positive experience is itself a negative experience. And, paradoxically, the acceptance of ones negative experience is itself a positive experience. (p.9)
","Mark  Manson,
",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
"Unhealthy love is based on two people trying to escape their problems through their emotions for each otherin other words, theyre using each other as an escape. Healthy love is based on two people acknowledging and addressing their own problems with each others support.
","Mark  Manson,
",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
"Life is essentially an endless series of problems. The solution to one problem is merely the creation of another.
","Mark  Manson,
",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
"To be happy we need something to solve. Happiness is therefore a form of action;
","Mark  Manson,
",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
"This is the most simple and basic component of life: our struggles determine our successes.
","Mark  Manson,
",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
"Dont just sit there. Do something. The answers will follow.
","Mark  Manson,
",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
"Our crisis is no longer material; its existential, its spiritual. We have so much fucking stuff and so many opportunities that we dont even know what to give a fuck about anymore.
","Mark  Manson,
",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
"Maturity is what happens when one learns to only give a fuck about whats truly fuckworthy. As
","Mark  Manson,
",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
"In my life, I have given a fuck about many people and many things. I have also not given a fuck about many people and many things. And like the road not taken, it was the fucks not given that made all the difference.
","Mark Manson,
",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
"Travel is a fantastic self-development tool, because it extricates you from the values of your culture and shows you that another society can live with entirely different values and still function and not hate themselves. This exposure to different cultural values and metrics then forces you to reexamine what seems obvious in your own life and to consider that perhaps its not necessarily the best way to live.
","Mark  Manson,
",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
"The more something threatens your identity, the more you will avoid it.
","Mark  Manson,
",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
"There is a simple realization from which all personal improvement and growth emerges. This is the realization that we, individually, are responsible for everything in our lives, no matter the external circumstances. We dont always control what happens to us. But we always control how we interpret what happens to us, as well as how we respond. Whether we consciously recognize it or not, we are always responsible for our experiences. Its impossible not to be. Choosing to not consciously interpret events in our lives is still an interpretation of the events of our lives. Choosing
","Mark  Manson,
",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
"We suffer for the simple reason that suffering is biologically useful. It is natures preferred agent for inspiring change. We have evolved to always live with a certain degree of dissatisfaction and insecurity, because its the mildly dissatisfied and insecure creature thats going to do the most work to innovate and survive.
","Mark  Manson,
",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
"Being open with your insecurities paradoxically makes you more confident and charismatic around others. The pain of honest confrontation is what generates the greatest trust and respect in your relationships. Suffering through your fears and anxieties is what allows you to build courage and perseverance. Seriously,
","Mark  Manson,
",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
"If you want to change how you see your problems, you have to change what you value and/or how you measure failure/success.
","Mark  Manson,
",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
"My recommendation: dont be special; dont be unique. Redefine your metrics in mundane and broad ways. Choose to measure yourself not as a rising star or an undiscovered genius. Choose to measure yourself not as some horrible victim or dismal failure. Instead, measure yourself by more mundane identities: a student, a partner, a friend, a creator.","Mark Manson,
",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
"Dont hope for a life without problems, the panda said. Theres no such thing. Instead, hope for a life full of good problems. And
","Mark  Manson,
",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
"Being wrong opens us up to the possibility of change. Being wrong brings the opportunity for growth.
","Mark Manson,
",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
"Because when we give too many fucks, when we choose to give a fuck about everything, then we feel as though we are perpetually entitled to feel comfortable and happy at all times, thats when life fucks us.
","Mark Manson,
",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
"Because heres the thing thats wrong with all of the How to Be Happy shit thats been shared eight million times on Facebook in the past few yearsheres what nobody realizes about all of this crap: The desire for more positive experience is itself a negative experience. And, paradoxically, the acceptance of ones negative experience is itself a positive experience. This is a total mind-fuck. So Ill give you a minute to unpretzel your brain and maybe read that again: Wanting positive experience is a negative experience; accepting negative experience is a positive experience. Its what the philosopher Alan Watts used to refer to as the backwards lawthe idea that the more you pursue feeling better all the time, the less satisfied you become, as pursuing something only reinforces the fact that you lack it in the first place. The
","Mark  Manson,
",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
"The desire for more positive experience is itself a negative experience. And, paradoxically, the acceptance of ones negative experience is itself a positive experience.
","Mark  Manson,
",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
"If youre stuck on a problem, dont sit there and think about it; just start working on it. Even if you dont know what youre doing, the simple act of working on it will eventually cause the right ideas to show up in your head.
","Mark  Manson,
",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
"Not giving a fuck does not mean being indifferent; it means being comfortable with being different. Lets
","Mark  Manson,
",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
"Romeo and Juliet is synonymous with romance in our culture today. It is seen as the love story in English-speaking culture, an emotional ideal to live up to. Yet when you really get down to what happens in the story, these kids are absolutely out of their fucking minds. And they just killed themselves to prove it!
","Mark  Manson,
",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
"Decision-making based on emotional intuition, without the aid of reason to keep it in line, pretty much always sucks. You know who bases their entire lives on their emotions? Three-year-old kids. And dogs. You know what else three-year-olds and dogs do? Shit on the carpet.
","Mark  Manson,
",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
"No matter where you go, theres a five-hundred-pound load of shit waiting for you. And thats perfectly fine. The point isnt to get away from the shit. The point is to find the shit you enjoy dealing with.
","Mark  Manson,
",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
"People get addicted to feeling offended all the time because it gives them a high; being self-righteous and morally superior feels good.
","Mark Manson,
",The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life
"Your potential, the absolute best youre capable ofthats the metric to measure yourself against. Your standards are. Winning is not enough. People can get lucky and win. People can be assholes and win. Anyone can win. But not everyone is the best possible version of themselves.
","Ryan Holiday,
",Ego Is the Enemy
"Impressing people is utterly different from being truly impressive.
","Ryan Holiday,
",Ego Is the Enemy
"And thats what is so insidious about talk. Anyone can talk about himself or herself. Even a child knows how to gossip and chatter. Most people are decent at hype and sales. So what is scarce and rare? Silence. The ability to deliberately keep yourself out of the conversation and subsist without its validation. Silence is the respite of the confident and the strong.
","Ryan Holiday,
",Ego Is the Enemy
"Those who have subdued their ego understand that it doesnt degrade you when others treat you poorly; it degrades them.
","Ryan Holiday,
",Ego Is the Enemy
"Almost universally, the kind of performance we give on social media is positive. Its more Let me tell you how well things are going. Look how great I am. Its rarely the truth: Im scared. Im struggling. I dont know.
","Ryan Holiday,
",Ego Is the Enemy
"When we remove ego, were left with what is real. What replaces ego is humility, yesbut rock-hard humility and confidence. Whereas ego is artificial, this type of confidence can hold weight. Ego is stolen. Confidence is earned. Ego is self-anointed, its swagger is artifice. One is girding yourself, the other gaslighting. Its the difference between potent and poisonous.
","Ryan Holiday,
",Ego Is the Enemy
"Most successful people are people youve never heard of. They want it that way. It keeps them sober. It helps them do their jobs.
","Ryan Holiday,
",Ego Is the Enemy
"When success begins to slip from your fingersfor whatever reasonthe response isnt to grip and claw so hard that you shatter it to pieces. Its to understand that you must work yourself back to the aspirational phase. You must get back to first principles and best practices.
","Ryan Holiday,
",Ego Is the Enemy
"The only real failure is abandoning your principles. Killing what you love because you cant bear to part from it is selfish and stupid. If your reputation cant absorb a few blows, it wasnt worth anything in the first place.
","Ryan Holiday,
",Ego Is the Enemy
"The pretense of knowledge is our most dangerous vice, because it prevents us from getting any better.
","Ryan Holiday,
",Ego is the Enemy: The Fight to Master Our Greatest Opponent
"Work is finding yourself alone at the track when the weather kept everyone else indoors. Work is pushing through the pain and crappy first drafts and prototypes. It is ignoring whatever plaudits others are getting, and more importantly, ignoring whatever plaudits you may be getting. Because there is work to be done. Work doesnt want to be good. It is made so, despite the headwind.
","Ryan Holiday,
",Ego Is the Enemy
"Greatness comes from humble beginnings; it comes from grunt work. It means youre the least important person in the roomuntil you change that with results.
","Ryan Holiday,
",Ego Is the Enemy
"ego is the enemy of what you want and of what you have: Of mastering a craft. Of real creative insight. Of working well with others. Of building loyalty and support. Of longevity. Of repeating and retaining your success. It repulses advantages and opportunities. Its a magnet for enemies and errors. It is Scylla and Charybdis.
","Ryan Holiday,
",Ego Is the Enemy
"People learn from their failures. Seldom do they learn anything from success. Its
","Ryan Holiday,
",Ego Is the Enemy
"Youre not as good as you think. You dont have it all figured out. Stay focused. Do better.
","Ryan Holiday,
",Ego Is the Enemy
"We will learn that though we think big, we must act and live small in order to accomplish what we seek. Because we will be action and education focused, and forgo validation and status, our ambition will not be grandiose but iterativeone foot in front of the other, learning and growing and putting in the time.
","Ryan Holiday,
",Ego is the Enemy: The Fight to Master Our Greatest Opponent
"I was trapped so terribly inside my own head that I was a prisoner to my own thoughts. The
","Ryan Holiday,
",Ego Is the Enemy
"Silence. The ability to deliberately keep yourself out of the conversation and subsist without its validation. Silence is the respite of the confident and the strong.
","Ryan Holiday,
",Ego is the Enemy: The Fight to Master Our Greatest Opponent
"Find canvases for other people to paint on. Be an anteambulo. Clear the path for the people above you and you will eventually create a path for yourself.
","Ryan Holiday,
",Ego Is the Enemy
"What matters to an active man is to do the right thing; whether the right thing comes to pass should not bother him. GOETHE
","Ryan Holiday,
",Ego Is the Enemy
"As our island of knowledge grows, so does the shore of our ignorance.
","Ryan Holiday,
",Ego Is the Enemy
"You must practice seeing yourself with a little distance, cultivating the ability to get out of your own head. Detachment is a sort of natural ego antidote. Its easy to be emotionally invested and infatuated with your own work. Any and every narcissist can do that. What is rare is not rawtalent, skill, or even confidence, but humility, diligence, and self-awareness.
","Ryan Holiday,
",Ego Is the Enemy
"The first principle is that you must not fool yourselfand you are the easiest person to fool. RICHARD FEYNMAN
","Ryan Holiday,
",Ego Is the Enemy
"Its a temptation that exists for everyonefor talk and hype to replace action.
","Ryan Holiday,
",Ego is the Enemy: The Fight to Master Our Greatest Opponent
"Theres no one to perform for. There is just work to be done and lessons to be learned, in all that is around us.
","Ryan Holiday,
",Ego is the Enemy: The Fight to Master Our Greatest Opponent
"One might say that the ability to evaluate ones own ability is the most important skill of all. Without it, improvement is impossible. And certainly ego makes it difficult every step of the way. It is certainly more pleasurable to focus on our talents and strengths, but where does that get us? Arrogance and self-absorption inhibit growth. So does fantasy and vision.
","Ryan Holiday,
",Ego Is the Enemy
"Attempting to destroy something out of hate or ego often ensures that it will be preserved and disseminated forever.
","Ryan Holiday,
",Ego Is the Enemy
"It can ruin your life only if it ruins your character. MARCUS AURELIUS
","Ryan Holiday,
",Ego Is the Enemy
"Why do you think that great leaders and thinkers throughout history have gone out into the wilderness and come back with inspiration, with a plan, with an experience that puts them on a course that changes the world? Its because in doing so they found perspective, they understood the larger picture in a way that wasnt possible in the bustle of everyday life. Silencing the noise around them, they could finally hear the quiet voice they needed to listen to. Creativity
","Ryan Holiday,
",Ego Is the Enemy
"We have only minimal control over the rewards for our work and effortother peoples validation, recognition, rewards. So what are we going to do? Not be kind, not work hard, not produce, because there is a chance it wouldnt be reciprocated? Cmon. Think of all the activists who will find that they can only advance their cause so far. The leaders who are assassinated before their work is done. The inventors whose ideas languish ahead of their time. According to societys main metrics, these people were not rewarded for their work. Should they have not done it? Yet in ego, every one of us has considered doing precisely that. If that is your attitude, how do you intend to endure tough times? What if youre ahead of the times? What if the market favors some bogus trend? What if your boss or your clients dont understand? Its far better when doing good work is sufficient. In other words, the less attached we are to outcomes the better. When fulfilling our own standards is what fills us with pride and self-respect. When the effortnot the results, good or badis enough. With ego, this is not nearly sufficient. No, we need to be recognized. We need to be compensated. Especially problematic is the fact that, often, we get that. We are praised, we are paid, and we start to assume that the two things always go together. The expectation hangover inevitably ensues.
","Ryan Holiday,
",Ego Is the Enemy
"Enthusiasm is common. Endurance is rare.
","Angela Duckworth,
",Grit: The Power of Passion and Perseverance
"Our potential is one thing. What we do with it is quite another.
","Angela Duckworth,
",Grit: The Power of Passion and Perseverance
"...there are no shortcuts to excellence. Developing real expertise, figuring out really hard problems, it all takes timelonger than most people imagine....you've got to apply those skills and produce goods or services that are valuable to people....Grit is about working on something you care about so much that you're willing to stay loyal to it...it's doing what you love, but not just falling in lovestaying in love.
","Angela Duckworth,
","Grit: Passion, Perseverance, and the Science of Success"
"It soon became clear that doing one thing better and better might be more satisfying than staying an amateur at many different things:
","Angela Duckworth,
",Grit: The Power of Passion and Perseverance
"as much as talent counts, effort counts twice.
","Angela Duckworth,
",Grit
"I wont just have a job; Ill have a calling. Ill challenge myself every day. When I get knocked down, Ill get back up. I may not be the smartest person in the room, but Ill strive to be the grittiest.
","Angela Duckworth,
",Grit: The Power of Passion and Perseverance
"I learned a lesson Id never forget. The lesson was that, when you have setbacks and failures, you cant overreact to them.
","Angela Duckworth,
",Grit
"...grit grows as we figure out our life philosophy, learn to dust ourselves off after rejection and disappointment, and learn to tell the difference between low-level goals that should be abandoned quickly and higher-level goals that demand more tenacity. The maturation story is that we develop the capacity for long-term passion and perseverance as we get older.
","Angela Duckworth,
","Grit: Passion, Perseverance, and the Science of Success"
"...interests are not discovered through introspection. Instead, interests are triggered by interactions with the outside world. The process of interest discovery can be messy, serendipitous, and inefficient. This is because you can't really predict with certainty what will capture your attention and what won't...Without experimenting, you can't figure out which interests will stick, and which won't.
","Angela Duckworth,
","Grit: Passion, Perseverance, and the Science of Success"
"When you keep searching for ways to change your situation for the better, you stand a chance of finding them. When you stop searching, assuming they cant be found, you guarantee they won
","Angela Duckworth,
",Grit: The Power of Passion and Perseverance
"Yes, but the main thing is that greatness is doable. Greatness is many, many individual feats, and each of them is doable.
","Angela Duckworth,
",Grit: The Power of Passion and Perseverance
"Without effort, your talent is nothing more than unmet potential. Without effort, your skill is nothing more than what you could have done but didn't.
","Angela Duckworth,
",Grit: The Power of Passion and Perseverance
"It isn't suffering that leads to hopelessness. It's suffering you think you can't control.
","Angela Duckworth,
",Grit: The Power of Passion and Perseverance
"At its core, the idea of purpose is the idea that what we do matters to people other than ourselves.
","Angela Duckworth,
",Grit
"I have a feeling tomorrow will be better is different from I resolve to make tomorrow better.
","Angela Duckworth,
",Grit: The Power of Passion and Perseverance
"One form of perseverance is the daily discipline of trying to do things better than we did yesterday. So,
","Angela Duckworth,
",Grit: The Power of Passion and Perseverance
"most dazzling human achievements are, in fact, the aggregate of countless individual elements, each of which is, in a sense, ordinary.
","Angela Duckworth,
",Grit: The Power of Passion and Perseverance
"Stop reading so much and go think.
","Angela Duckworth,
",Grit: The Power of Passion and Perseverance
"Passion for your work is a little bit of discovery, followed by a lot of development, and then a lifetime of deepening.
","Angela Duckworth,
",Grit: The Power of Passion and Perseverance
"No whining. No complaining. No excuses.
","Angela Duckworth,
",Grit: The Power of Passion and Perseverance
"Three bricklayers are asked: What are you doing? The first says, I am laying bricks. The second says, I am building a church. And the third says, I am building the house of God. The first bricklayer has a job. The second has a career. The third has a calling.
","Angela Duckworth,
",Grit: The Power of Passion and Perseverance
"Staying on the treadmill is one thing, and I do think its related to staying true to our commitments even when were not comfortable. But getting back on the treadmill the next day, eager to try again, is in my view even more reflective of grit. Because when you dont come back the next daywhen you permanently turn your back on a commitmentyour effort plummets to zero. As a consequence, your skills stop improving, and at the same time, you stop producing anything with whatever skills you have.
","Angela Duckworth,
",Grit: The Power of Passion and Perseverance
"Well okay, that didnt go so well, but I guess I will just carry on.
","Angela Duckworth,
",Grit: The Power of Passion and Perseverance
"As soon as possible, experts hungrily seek feedback on how they did. Necessarily, much of that feedback is negative. This means that experts are more interested in what they did wrongso they can fix itthan what they did right. The active processing of this feedback is as essential as its immediacy.
","Angela Duckworth,
",Grit
"Passion begins with intrinsically enjoying what you do.
","Angela Duckworth,
",Grit: The Power of Passion and Perseverance
"In other words, we want to believe that Mark Spitz was born to swim in a way that none of us were and that none of us could. We dont want to sit on the pool deck and watch him progress from amateur to expert. We prefer our excellence fully formed. We prefer mystery to mundanity.
","Angela Duckworth,
",Grit: The Power of Passion and Perseverance
"Theres a vast amount of research on what happens when we believe a student is especially talented. We begin to lavish extra attention on them and hold them to higher expectations. We expect them to excel, and that expectation becomes a self-fulfilling prophecy.
","Angela Duckworth,
",Grit: The Power of Passion and Perseverance
